graph;n_nodes;n_edges;connected_components;avg_clustering_coeff;global_clustering_coeff;approx_global_clustering_coeff;max_closeness;avg_closeness;max_eigenvector;avg_eigenvector
rand_random_trap_100_4027_3_0.9999_17366060404077044_77;4027;12071;1;0.593270414124296;0.12127491528590477;0.1202;0.343251769119277;0.20405959862597048;0.5311254806314035;0.006613938016522838
rand_random_trap_100_4027_3_0.9999_17366060405533388_78;4027;12072;1;0.5973375549292214;0.1114888888025397;0.1071;0.36440984793627806;0.2111885643466081;0.6009131074923987;0.006166053360796326
rand_random_trap_100_4027_3_0.9999_1736606040970102_79;4027;12072;1;0.5835974800154083;0.09910705867151842;0.0985;0.3295138320510722;0.1998795436669494;0.634795613866737;0.0054318319053372555
rand_random_trap_100_4027_3_0.9999_1736606041138878_80;4027;12071;1;0.5851712641493831;0.0839781276245957;0.0814;0.39948402460805715;0.22627509789238612;0.6494410706686572;0.005962848032044556
rand_random_trap_100_4027_3_0.9999_17366060413294063_81;4027;12071;1;0.5899260008766061;0.11471888412878772;0.1199;0.3483301609274961;0.20356792253929779;0.6268038400870696;0.005477124191895796
rand_random_trap_100_4027_3_0.9999_17366060414801497_82;4027;12071;1;0.5901441358096251;0.10555574011937588;0.1099;0.36365278655947975;0.21507170705135226;0.48317606674426417;0.007160308786391643
rand_random_trap_100_4027_3_0.9999_17366060416365433_83;4027;12072;1;0.5887226256187752;0.08044470171615363;0.0807;0.39928592680749775;0.22402203128441825;0.662327256769924;0.005824605578178242
rand_random_trap_100_4027_3_0.9999_17366060418251631_84;4027;12072;1;0.585854757702976;0.07358497926066548;0.0745;0.40786141221760713;0.23956680921798149;0.5076903378968217;0.007318972801690046
rand_random_trap_100_4027_3_0.9999_1736606042036872_85;4027;12072;1;0.5903711840747703;0.0844237987598764;0.0835;0.42396798652064027;0.2348515868012245;0.6525127543735735;0.006034597760258739
rand_random_trap_100_4027_3_0.9999_17366060422243257_86;4027;12072;1;0.5865198852432131;0.09684412901642361;0.0951;0.35552808194984103;0.21344399767776892;0.6439193979135114;0.005533918333666333
rand_random_trap_100_4027_3_0.9999_17366060423935435_87;4027;12071;1;0.5930217941602826;0.10360085168221697;0.1042;0.35103321998430553;0.21062194407645127;0.6330022885333074;0.005591391487686617
rand_random_trap_100_4027_3_0.9999_17366060425517209_88;4027;12072;1;0.5865923788549715;0.06940930969653421;0.068;0.4228103339634531;0.2422001527287192;0.6320486040699255;0.006481550575917879
rand_random_trap_100_4027_3_0.9999_17366060427693017_89;4027;12072;1;0.5928125006652434;0.10744424068293161;0.1041;0.35946428571428574;0.2157697468645313;0.625696071931348;0.0057304079881179285
rand_random_trap_100_4027_3_0.9999_17366060429248397_90;4027;12072;1;0.5849942295942898;0.12571092894715763;0.1288;0.3196252778659892;0.1896681952933698;0.6200802523697683;0.004896526522756512
rand_random_trap_100_4027_3_0.9999_17366060430655463_91;4027;12071;1;0.5892152398918955;0.1050385984545893;0.1022;0.36424500135709764;0.21035473854957346;0.4976685622949619;0.007173724676307153
rand_random_trap_100_4027_3_0.9999_17366060432262795_92;4027;12072;1;0.5908505680183673;0.11335556147246188;0.108;0.3302436223443524;0.19963275177707923;0.6328565329197934;0.0052588134220834856
rand_random_trap_100_4027_3_0.9999_17366060433790739_93;4027;12072;1;0.5946501829533495;0.1123953860138545;0.1065;0.3412732050521319;0.20415829728709609;0.6453786805676254;0.005216689979601711
rand_random_trap_100_4027_3_0.9999_17366060435320542_94;4027;12071;1;0.5939222953889371;0.0837450527849201;0.0839;0.42405729934695596;0.23398775821928258;0.6512590763530114;0.006084532893688974
rand_random_trap_100_4027_3_0.9999_17366060437182472_95;4027;12072;1;0.589741900045151;0.10600635695729524;0.1029;0.38924876728221985;0.22319800028995762;0.5011068927091827;0.006754513918924337
rand_random_trap_100_4027_3_0.9999_17366060438708956_96;4027;12071;1;0.5902941794270404;0.11163411549810313;0.1138;0.3577394704105207;0.21067098978137364;0.6245850722379559;0.005622708795174848
rand_random_trap_100_4027_3_0.9999_17366060440232685_97;4027;12072;1;0.5917807433282803;0.08758936125859891;0.0881;0.39224473889321904;0.22282067359694926;0.6406005601317807;0.005970005305284689
rand_random_trap_100_4027_3_0.9999_17366060442058125_98;4027;12072;1;0.5801593611176508;0.1140197789412449;0.1134;0.35997854077253216;0.21432137371147342;0.44529621738633374;0.007332672488607077
rand_random_trap_100_4027_3_0.9999_17366060443539953_99;4027;12072;1;0.5880170877795097;0.11686619631751026;0.1119;0.3375251509054326;0.20103646007168535;0.5578539131198386;0.0055234291425562965
